threshold,macro_f1,fatal_precision,fatal_recall,fatal_f1,predicted_fatal_proportion
0.795,0.33724777656075117,0.12,0.005980322808822584,0.01139287026828372,0.0006441156914893617
0.8,0.3366782461108777,0.12225705329153605,0.005015754613851199,0.009636172709864723,0.0005302526595744681
0.805,0.33612237203353973,0.11657559198542805,0.00411549096521124,0.007950310559006211,0.0004562832446808511
0.81,0.33572538570105076,0.11790393013100436,0.0034724455018969843,0.006746205259541508,0.0003806515957446808
0.8150000000000001,0.33540633044994567,0.11886304909560723,0.0029580091312455792,0.005772367925712134,0.00032164228723404256
0.8200000000000001,0.33517388481653204,0.13114754098360656,0.002572181853257025,0.005045408678102927,0.0002534906914893617
0.8250000000000001,0.3348512358542551,0.1285140562248996,0.00205774548260562,0.004050632911392405,0.00020694813829787235
0.8300000000000001,0.33478328631116533,0.14354066985645933,0.001929136389942769,0.0038071065989847717,0.0001737034574468085
0.835,0.33458481719180727,0.15337423312883436,0.0016076136582856408,0.0031818760341097113,0.0001354720744680851
0.84,0.3344203553238116,0.15328467153284672,0.0013503954729599383,0.0026772055073941868,0.00011386303191489361
0.845,0.33420776152795506,0.1553398058252427,0.00102887274130281,0.0020442059537498403,8.560505319148936e-05
0.85,0.334037962885573,0.1411764705882353,0.0007716545559771075,0.0015349194167306216,7.064494680851063e-05
0.855,0.3340399927049525,0.14814814814814814,0.0007716545559771075,0.0015353121801432957,6.732047872340426e-05
0.86,0.33395575434309205,0.15384615384615385,0.0006430454633142563,0.0012807377049180327,5.402260638297872e-05
0.865,0.3339579115640909,0.18867924528301888,0.0006430454633142563,0.001281722635221738,4.404920212765957e-05
0.87,0.33391531478229225,0.2,0.0005787409169828307,0.0011541420877147987,3.740026595744681e-05
0.875,0.3338311787015213,0.1794871794871795,0.0004501318243199794,0.0008980115458627325,3.241356382978723e-05
0.88,0.33361720244042203,0.06666666666666667,0.00012860909266285126,0.00025672293177588087,2.493351063829787e-05
0.885,0.33357477378014827,0.04,6.430454633142563e-05,0.00012840267077555214,2.0777925531914893e-05
0.89,0.3335747453879814,0.045454545454545456,6.430454633142563e-05,0.00012842740640852757,1.8284574468085108e-05
0.895,0.33357638414779184,0.0625,6.430454633142563e-05,0.00012847690627609687,1.3297872340425532e-05
0.9,0.3335758422071399,0.08333333333333333,6.430454633142563e-05,0.00012850992739189102,9.973404255319148e-06
0.905,0.3335773721201111,0.125,6.430454633142563e-05,0.00012854296548621375,6.648936170212766e-06
0.91,0.333577234902294,0.14285714285714285,6.430454633142563e-05,0.0001285512276642242,5.8178191489361705e-06
0.915,0.3335779998545309,0.2,6.430454633142563e-05,0.00012856775520699409,4.155585106382979e-06
0.92,0.3335779998545309,0.2,6.430454633142563e-05,0.00012856775520699409,4.155585106382979e-06
0.925,0.3335351072971107,0.0,0.0,0.0,1.6622340425531915e-06
0.93,0.3335349690594403,0.0,0.0,0.0,8.311170212765957e-07
0.935,0.33353482908782617,0.0,0.0,0.0,0.0
0.9400000000000001,0.33353482908782617,0.0,0.0,0.0,0.0
0.9450000000000001,0.33353482908782617,0.0,0.0,0.0,0.0
0.9500000000000001,0.33353482908782617,0.0,0.0,0.0,0.0
0.9550000000000001,0.33353482908782617,0.0,0.0,0.0,0.0
0.96,0.33353482908782617,0.0,0.0,0.0,0.0
0.965,0.33353482908782617,0.0,0.0,0.0,0.0
0.97,0.33353482908782617,0.0,0.0,0.0,0.0
0.975,0.33353482908782617,0.0,0.0,0.0,0.0
0.98,0.33353482908782617,0.0,0.0,0.0,0.0
0.985,0.33353482908782617,0.0,0.0,0.0,0.0
